p_dep,p_gate,p_res,p_read,l,d,r,ts
0.00363333,0.00676667,0.0099,0.0099,0.00289837,9,33,17:45.9
0.00363333,0.00676667,0.00363333,0.00363333,0.00294183,7,25,08:44.5
0.00363333,0.00676667,0.00363333,0.00363333,0.00295759,7,29,08:47.4
0.00363333,0.00363333,0.00363333,0.00363333,0.0029651,3,13,34:54.5
0.00363333,0.00363333,0.00363333,0.00363333,0.00297105,3,5,34:52.0
0.00363333,0.00363333,0.00363333,0.00363333,0.00302374,3,9,34:53.3
0.00363333,0.00676667,0.0099,0.0099,0.00302576,9,29,17:42.7
0.00363333,0.00676667,0.0099,0.0099,0.0031213,9,37,17:49.5
0.00363333,0.00676667,0.0005,0.0005,0.00328759,5,13,03:17.6
0.00363333,0.00676667,0.00676667,0.00676667,0.0033711,7,29,13:39.1
0.00363333,0.00676667,0.00676667,0.00676667,0.00338511,7,21,13:34.8
0.00363333,0.00676667,0.0005,0.0005,0.0034286,5,17,03:19.1
0.00363333,0.00363333,0.00676667,0.00676667,0.00357367,3,13,45:10.3
0.00363333,0.00676667,0.00676667,0.00676667,0.00362493,7,25,13:36.9
0.00363333,0.00676667,0.0005,0.0005,0.00368859,5,21,03:20.7
0.00363333,0.00363333,0.00676667,0.00676667,0.00374753,3,9,45:09.0
0.00363333,0.00676667,0.0099,0.0099,0.00400375,7,25,17:02.8
0.00363333,0.00363333,0.00676667,0.00676667,0.00406412,3,5,45:07.7
0.00363333,0.00363333,0.0099,0.0099,0.00411515,3,13,54:27.6
0.00363333,0.0099,0.0005,0.0005,0.00421671,11,45,22:19.3
0.00363333,0.0099,0.0005,0.0005,0.00426331,11,33,22:03.4
0.00363333,0.00676667,0.00363333,0.00363333,0.00430099,5,17,08:06.6
0.00363333,0.0099,0.0005,0.0005,0.00430186,11,37,22:07.9
0.00363333,0.00363333,0.0099,0.0099,0.0043114,3,9,54:26.1
0.00363333,0.0099,0.0005,0.0005,0.00433515,11,41,22:13.4
0.00363333,0.00676667,0.00363333,0.00363333,0.00437177,5,21,08:08.4
0.00363333,0.00676667,0.0099,0.0099,0.00437603,7,21,17:00.5
0.00363333,0.00676667,0.00363333,0.00363333,0.00439937,5,13,08:04.6
0.00363333,0.00676667,0.0099,0.0099,0.00458878,7,29,17:04.9
0.00363333,0.00676667,0.00676667,0.00676667,0.00500735,5,13,13:06.5
0.00363333,0.00676667,0.00676667,0.00676667,0.00502767,5,21,13:09.6
0.00363333,0.00676667,0.0005,0.0005,0.00511276,3,5,02:54.5
0.00363333,0.00363333,0.0099,0.0099,0.00525756,3,5,54:24.7
0.00363333,0.00676667,0.00676667,0.00676667,0.00529261,5,17,13:08.1
0.00363333,0.0099,0.0005,0.0005,0.00532884,9,37,21:12.0
0.00363333,0.0099,0.0005,0.0005,0.00554531,9,29,21:05.8
0.00363333,0.00676667,0.0005,0.0005,0.00575463,3,9,02:55.5
0.00363333,0.0099,0.00363333,0.00363333,0.00575544,11,41,25:21.1
0.00363333,0.0099,0.00363333,0.00363333,0.0057603,11,37,25:16.5
0.00363333,0.0099,0.00363333,0.00363333,0.00588863,11,45,25:26.4
0.00363333,0.00676667,0.0005,0.0005,0.00594466,3,13,02:56.7
0.00363333,0.00676667,0.0099,0.0099,0.00602801,5,21,16:36.3
0.00363333,0.00676667,0.0099,0.0099,0.00610145,5,17,16:34.9
0.00363333,0.0099,0.00363333,0.00363333,0.00621637,11,33,25:10.8
0.00363333,0.0099,0.0005,0.0005,0.00622505,7,29,20:29.4
0.00363333,0.0099,0.0005,0.0005,0.00645205,9,33,21:08.5
0.00363333,0.00676667,0.0099,0.0099,0.00652309,5,13,16:33.6
0.00363333,0.00676667,0.00363333,0.00363333,0.0065318,3,9,07:38.0
0.00363333,0.0099,0.00363333,0.00363333,0.00655425,9,33,24:16.0
0.00363333,0.00676667,0.00363333,0.00363333,0.00664211,3,5,07:36.5
0.00363333,0.0099,0.00363333,0.00363333,0.00677015,9,29,24:13.0
0.00363333,0.0099,0.0005,0.0005,0.00680098,7,21,20:25.2
0.00363333,0.0099,0.0005,0.0005,0.00688791,7,25,20:27.1
0.00363333,0.00676667,0.00363333,0.00363333,0.00695519,3,13,07:39.5
0.00363333,0.0099,0.00363333,0.00363333,0.00715062,9,37,24:19.0
0.00363333,0.00676667,0.00676667,0.00676667,0.00776966,3,9,12:46.1
0.00363333,0.00676667,0.00676667,0.00676667,0.0078765,3,5,12:44.6
0.00363333,0.0099,0.0005,0.0005,0.00795029,5,13,19:57.6
0.00363333,0.0099,0.00676667,0.00676667,0.00795086,11,41,28:29.9
0.00363333,0.0099,0.00676667,0.00676667,0.00802065,11,45,28:35.2
0.00363333,0.00676667,0.00676667,0.00676667,0.00811771,3,13,12:47.4
0.00363333,0.0099,0.00676667,0.00676667,0.00812174,9,33,27:23.5
0.00363333,0.0099,0.00676667,0.00676667,0.0081233,11,37,28:24.5
0.00363333,0.0099,0.00363333,0.00363333,0.00819261,7,21,23:32.4
0.00363333,0.0099,0.00676667,0.00676667,0.00835375,9,37,27:26.5
0.00363333,0.0099,0.00676667,0.00676667,0.00837574,11,33,28:19.1
0.00363333,0.0099,0.00363333,0.00363333,0.00860325,7,25,23:34.5
0.00363333,0.0099,0.0005,0.0005,0.00868234,5,21,20:00.6
0.00363333,0.00676667,0.0099,0.0099,0.00888136,3,13,16:15.4
0.00363333,0.0099,0.00676667,0.00676667,0.00895068,9,29,27:20.7
0.00363333,0.0099,0.0099,0.0099,0.00898615,11,45,32:01.2
0.00363333,0.00676667,0.0099,0.0099,0.00929481,3,9,16:14.2
0.00363333,0.0099,0.0005,0.0005,0.00932616,5,17,19:59.1
0.00363333,0.0099,0.00363333,0.00363333,0.00941415,7,29,23:36.6
0.00363333,0.0099,0.0099,0.0099,0.00958731,11,33,31:39.4
0.00363333,0.0099,0.00363333,0.00363333,0.00959153,5,13,23:03.7
0.00363333,0.0099,0.0099,0.0099,0.00959916,9,29,30:30.6
0.00363333,0.00676667,0.0099,0.0099,0.00963118,3,5,16:13.1
0.00363333,0.0099,0.0099,0.0099,0.00974814,11,41,31:53.6
0.00363333,0.0099,0.00363333,0.00363333,0.00986411,5,21,23:07.1
0.00363333,0.0099,0.0099,0.0099,0.00992565,11,37,31:46.3
0.00363333,0.0099,0.0005,0.0005,0.00996298,3,5,19:36.3
0.00363333,0.0099,0.00676667,0.00676667,0.00997935,7,25,26:43.3
0.00363333,0.0099,0.0005,0.0005,0.01019757,3,9,19:37.4
0.00363333,0.0099,0.00676667,0.00676667,0.01034058,7,21,26:41.4
0.00363333,0.0099,0.00363333,0.00363333,0.01065432,5,17,23:05.4
0.00363333,0.0099,0.0005,0.0005,0.01073313,3,13,19:38.5
0.00363333,0.0099,0.00363333,0.00363333,0.01084835,3,13,22:44.1
0.00363333,0.0099,0.0099,0.0099,0.01091263,9,37,30:37.5
0.00363333,0.0099,0.00676667,0.00676667,0.01093112,7,29,26:45.3
0.00363333,0.0099,0.00676667,0.00676667,0.01103297,5,17,26:14.5
0.00363333,0.0099,0.00676667,0.00676667,0.01118241,5,13,26:13.1
0.00363333,0.0099,0.00363333,0.00363333,0.01118965,3,5,22:41.6
0.00363333,0.0099,0.0099,0.0099,0.01121996,7,21,29:46.2
0.00363333,0.0099,0.00363333,0.00363333,0.01137343,3,9,22:42.9
0.00363333,0.0099,0.0099,0.0099,0.01151961,9,33,30:34.3
0.00363333,0.0099,0.00676667,0.00676667,0.01168251,3,9,25:51.8
0.00363333,0.0099,0.00676667,0.00676667,0.01170307,3,13,25:53.4
0.00363333,0.0099,0.00676667,0.00676667,0.01182934,5,21,26:16.0
0.00363333,0.0099,0.00676667,0.00676667,0.01192938,3,5,25:50.3
0.00363333,0.0099,0.0099,0.0099,0.0121373,7,29,29:50.5
0.00363333,0.0099,0.0099,0.0099,0.01214159,7,25,29:48.3
0.00363333,0.0099,0.0099,0.0099,0.01230166,5,13,29:15.3
0.00363333,0.0099,0.0099,0.0099,0.01233205,5,21,29:18.7
0.00363333,0.0099,0.0099,0.0099,0.01333462,5,17,29:16.7
0.00363333,0.0099,0.0099,0.0099,0.01454657,3,9,28:56.0
0.00363333,0.0099,0.0099,0.0099,0.01463478,3,13,28:57.2
0.00363333,0.0099,0.0099,0.0099,0.01623371,3,5,28:54.8
0.0005,0.0005,0.0005,0.0005,1.03E-07,7,29,44:48.0
0.00363333,0.0005,0.0005,0.0005,4.59E-06,7,29,24:17.4
0.00676667,0.0005,0.0005,0.0005,2.25E-05,7,29,34:36.1
0.0099,0.0005,0.0005,0.0005,6.97E-05,7,29,23:36.1
0.00676667,0.0005,0.00363333,0.00363333,9.19E-07,11,37,09:12.3
0.00676667,0.0005,0.00363333,0.00363333,9.56E-07,11,45,11:43.0
0.00676667,0.0005,0.00363333,0.00363333,1.15E-06,11,41,10:25.2
0.00676667,0.0005,0.00363333,0.00363333,1.36E-06,11,33,08:03.7
0.00676667,0.0005,0.00676667,0.00676667,2.24E-06,11,33,37:08.0
0.00676667,0.0005,0.00676667,0.00676667,2.33E-06,11,45,42:13.2
0.00676667,0.0005,0.00676667,0.00676667,2.51E-06,11,41,40:29.6
0.00676667,0.0005,0.00676667,0.00676667,2.97E-06,11,37,38:36.2
0.00363333,0.0005,0.0005,0.0005,2.76E-07,9,29,29:09.9
0.00676667,0.0005,0.0005,0.0005,3.38E-06,9,29,38:26.0
0.00676667,0.0005,0.0099,0.0099,4.37E-06,11,41,12:26.0
0.00676667,0.0005,0.0099,0.0099,4.42E-06,11,45,14:32.5
0.00676667,0.0005,0.0099,0.0099,5.03E-06,11,33,08:44.7
0.00676667,0.0005,0.0099,0.0099,5.41E-06,11,37,10:30.7
0.00676667,0.0005,0.00363333,0.00363333,7.09E-06,9,33,58:20.0
0.00676667,0.0005,0.00363333,0.00363333,7.42E-06,9,29,57:39.1
0.00676667,0.0005,0.00363333,0.00363333,8.03E-06,9,37,59:01.7
0.00676667,0.0005,0.00676667,0.00676667,1.22E-05,9,33,24:20.5
0.00676667,0.0005,0.00676667,0.00676667,1.27E-05,9,29,23:27.5
0.00676667,0.0005,0.00676667,0.00676667,1.31E-05,9,37,25:19.9
0.00676667,0.0005,0.0099,0.0099,2.04E-05,9,37,57:00.9
0.0099,0.0005,0.0005,0.0005,1.28E-05,9,29,26:54.6
0.00676667,0.0005,0.0099,0.0099,2.08E-05,9,33,56:13.8
0.00676667,0.0005,0.0099,0.0099,2.23E-05,9,29,55:32.1
0.00363333,0.0005,0.0005,0.0005,3.94E-07,9,33,29:42.6
0.00676667,0.0005,0.00363333,0.00363333,3.98E-05,7,25,53:57.0
0.00676667,0.0005,0.00363333,0.00363333,4.37E-05,7,21,53:47.5
0.00676667,0.0005,0.00363333,0.00363333,4.41E-05,7,29,54:05.9
0.00676667,0.0005,0.00676667,0.00676667,6.50E-05,7,25,18:33.7
0.00676667,0.0005,0.00676667,0.00676667,6.73E-05,7,29,18:42.5
0.00676667,0.0005,0.00676667,0.00676667,7.29E-05,7,21,18:25.8
0.00676667,0.00363333,0.0005,0.0005,9.37E-05,11,45,29:18.7
0.00676667,0.00363333,0.0005,0.0005,9.60E-05,11,41,28:54.2
0.00676667,0.00363333,0.0005,0.0005,9.86E-05,11,33,27:54.2
0.00676667,0.0005,0.0099,0.0099,9.95E-05,7,29,50:09.4
0.00676667,0.00363333,0.0005,0.0005,0.00010024,11,37,28:22.7
0.00676667,0.0005,0.0099,0.0099,0.00010321,7,25,49:59.4
0.00676667,0.0005,0.0099,0.0099,0.00010371,7,21,49:51.9
0.00676667,0.0005,0.0005,0.0005,3.12E-06,9,33,38:56.8
0.0099,0.0005,0.0005,0.0005,1.21E-05,9,33,27:38.3
0.0005,0.0005,0.0005,0.0005,2.70E-08,9,37,48:52.0
0.00676667,0.00363333,0.00363333,0.00363333,0.00016743,11,41,38:12.7
0.00676667,0.00363333,0.00363333,0.00363333,0.00016995,11,45,38:36.6
0.00676667,0.00363333,0.00363333,0.00363333,0.00017871,11,33,37:24.5
0.00676667,0.00363333,0.00363333,0.00363333,0.00018837,11,37,37:49.5
0.00676667,0.00363333,0.0005,0.0005,0.00023587,9,33,24:06.8
0.00676667,0.0005,0.00363333,0.00363333,0.00023773,5,13,52:43.8
0.00676667,0.0005,0.00363333,0.00363333,0.0002393,5,21,52:47.8
0.00676667,0.00363333,0.0005,0.0005,0.00024416,9,29,23:56.9
0.00676667,0.00363333,0.00676667,0.00676667,0.00025092,11,33,45:46.0
0.00676667,0.0005,0.00363333,0.00363333,0.0002524,5,17,52:45.8
0.00676667,0.00363333,0.0005,0.0005,0.0002666,9,37,24:15.6
0.00676667,0.00363333,0.00676667,0.00676667,0.00027378,11,37,45:58.9
0.00676667,0.00363333,0.00676667,0.00676667,0.0002747,11,41,46:16.9
0.00676667,0.00363333,0.00676667,0.00676667,0.00028686,11,45,46:36.8
0.00676667,0.0005,0.00676667,0.00676667,0.00034621,5,17,17:05.8
0.00676667,0.0005,0.00676667,0.00676667,0.00036634,5,21,17:08.4
0.00676667,0.0005,0.00676667,0.00676667,0.00036675,5,13,17:03.2
0.00676667,0.00363333,0.00363333,0.00363333,0.00037301,9,33,33:35.1
0.00676667,0.00363333,0.00363333,0.00363333,0.00039459,9,37,33:41.2
0.00676667,0.00363333,0.0099,0.0099,0.00040448,11,45,51:50.7
0.00676667,0.00363333,0.0099,0.0099,0.00040489,11,37,51:27.0
0.00676667,0.00363333,0.00363333,0.00363333,0.00040721,9,29,33:26.4
0.00676667,0.00363333,0.0099,0.0099,0.00042096,11,33,51:15.9
0.00676667,0.00363333,0.0099,0.0099,0.00042525,11,41,51:38.1
0.00676667,0.0005,0.0099,0.0099,0.00047694,5,17,48:55.8
0.00676667,0.0005,0.0099,0.0099,0.00048277,5,21,48:57.6
0.00676667,0.00363333,0.00676667,0.00676667,0.00053159,9,33,42:28.1
0.00676667,0.00363333,0.00676667,0.00676667,0.00053797,9,37,42:36.2
0.00676667,0.0005,0.0099,0.0099,0.00056119,5,13,48:53.9
0.00676667,0.00363333,0.00676667,0.00676667,0.0005677,9,29,42:19.4
0.00676667,0.00363333,0.0005,0.0005,0.00059032,7,29,22:38.0
0.00676667,0.00363333,0.0005,0.0005,0.00061862,7,25,22:35.3
0.00676667,0.00363333,0.0005,0.0005,0.00061934,7,21,22:32.4
0.00676667,0.00363333,0.0099,0.0099,0.00076752,9,33,49:17.2
0.00676667,0.00363333,0.0099,0.0099,0.00079117,9,37,49:22.6
0.00676667,0.00363333,0.0099,0.0099,0.00079494,9,29,49:11.9
0.00676667,0.00363333,0.00363333,0.00363333,0.00087073,7,25,32:00.3
0.00363333,0.0005,0.0005,0.0005,6.22E-07,9,37,30:18.2
0.00676667,0.00363333,0.00363333,0.00363333,0.0008906,7,21,31:57.3
0.00676667,0.0005,0.0005,0.0005,3.16E-06,9,37,39:29.0
0.00676667,0.00363333,0.00363333,0.00363333,0.00092857,7,29,32:03.1
0.0099,0.0005,0.0005,0.0005,1.12E-05,9,37,28:16.0
0.00676667,0.00363333,0.00676667,0.00676667,0.00112401,7,29,41:04.9
0.00676667,0.00363333,0.00676667,0.00676667,0.00114963,7,21,40:58.8
0.00676667,0.00363333,0.00676667,0.00676667,0.00118667,7,25,41:01.7
0.00676667,0.00676667,0.0005,0.0005,0.00122704,11,33,55:41.2
0.00676667,0.00676667,0.0005,0.0005,0.0012476,11,37,55:48.0
0.00676667,0.00676667,0.0005,0.0005,0.00125162,11,45,56:03.9
0.00676667,0.00676667,0.0005,0.0005,0.00131628,11,41,55:54.9
0.00676667,0.00363333,0.0099,0.0099,0.00147922,7,21,48:16.7
0.00676667,0.0005,0.00363333,0.00363333,0.00148592,3,13,52:22.8
0.00676667,0.00363333,0.0099,0.0099,0.00148843,7,29,48:21.8
0.00676667,0.00363333,0.0005,0.0005,0.00149936,5,17,22:00.7
0.00676667,0.0005,0.00363333,0.00363333,0.00152432,3,9,52:21.5
0.00676667,0.00363333,0.0005,0.0005,0.00153218,5,21,22:02.4
0.00676667,0.00363333,0.0099,0.0099,0.00153486,7,25,48:19.2
0.00676667,0.00363333,0.0005,0.0005,0.001607,5,13,21:59.3
0.00676667,0.0005,0.00363333,0.00363333,0.00165447,3,5,52:20.3
0.00676667,0.00676667,0.00363333,0.00363333,0.00181969,11,33,59:34.9
0.00676667,0.0005,0.00676667,0.00676667,0.00183876,3,9,16:34.5
0.00676667,0.0005,0.00676667,0.00676667,0.00185514,3,13,16:36.3
0.00676667,0.00363333,0.00363333,0.00363333,0.00187682,5,21,31:18.7
0.00676667,0.00363333,0.00363333,0.00363333,0.00189783,5,13,31:15.3
0.00676667,0.00676667,0.00363333,0.00363333,0.00197792,11,41,59:46.4
0.00676667,0.00676667,0.0005,0.0005,0.0019789,9,33,54:30.2
0.00676667,0.00676667,0.00363333,0.00363333,0.00199736,11,45,59:52.3
0.00676667,0.00676667,0.00363333,0.00363333,0.00202623,11,37,59:40.1
0.00676667,0.00363333,0.00363333,0.00363333,0.00202885,5,17,31:17.0
0.00676667,0.0005,0.0099,0.0099,0.00205042,3,13,48:33.7
0.00676667,0.00676667,0.0005,0.0005,0.00208867,9,29,54:26.4
0.00676667,0.00676667,0.0005,0.0005,0.00220715,9,37,54:34.3
0.00676667,0.0005,0.00676667,0.00676667,0.00227649,3,5,16:33.0
0.00676667,0.00363333,0.00676667,0.00676667,0.00239656,5,21,40:24.9
0.00676667,0.0005,0.0099,0.0099,0.00241323,3,9,48:32.6
0.00676667,0.00363333,0.00676667,0.00676667,0.00249289,5,13,40:21.2
0.00676667,0.00676667,0.00676667,0.00676667,0.00254914,11,45,04:03.3
0.00676667,0.00676667,0.00363333,0.00363333,0.0026375,9,29,58:18.2
0.00676667,0.00676667,0.00676667,0.00676667,0.00265069,11,41,03:55.0
0.00676667,0.00676667,0.00676667,0.00676667,0.0027228,11,37,03:46.9
0.00676667,0.00363333,0.0099,0.0099,0.00273748,5,21,47:49.1
0.00676667,0.00363333,0.00676667,0.00676667,0.00277588,5,17,40:23.1
0.00676667,0.00676667,0.00363333,0.00363333,0.00282613,9,37,58:25.5
0.00676667,0.00363333,0.0099,0.0099,0.00290344,5,17,47:47.6
0.00676667,0.00676667,0.00676667,0.00676667,0.00292628,11,33,03:40.2
0.00676667,0.00676667,0.00363333,0.00363333,0.00294857,9,33,58:21.7
0.00676667,0.00676667,0.0005,0.0005,0.00296833,7,25,53:41.1
0.00676667,0.00363333,0.0099,0.0099,0.00297709,5,13,47:45.8
0.00676667,0.00676667,0.0005,0.0005,0.00302331,7,21,53:38.9
0.00676667,0.0005,0.0099,0.0099,0.00313263,3,5,48:31.5
0.00676667,0.00363333,0.0005,0.0005,0.00314667,3,9,21:37.3
0.00676667,0.00363333,0.0005,0.0005,0.00314795,3,5,21:36.1
0.00676667,0.00676667,0.0005,0.0005,0.00318713,7,29,53:43.3
0.00676667,0.00676667,0.0099,0.0099,0.00342652,11,41,08:36.2
0.00676667,0.00676667,0.0099,0.0099,0.00345707,11,45,08:45.4
0.00676667,0.00676667,0.00676667,0.00676667,0.00354131,9,33,02:12.5
0.00676667,0.00363333,0.0005,0.0005,0.00354468,3,13,21:38.7
0.00676667,0.00676667,0.0099,0.0099,0.00356514,11,33,08:17.0
0.00676667,0.00676667,0.00676667,0.00676667,0.0036452,9,37,02:17.4
0.00676667,0.00676667,0.00676667,0.00676667,0.00366194,9,29,02:07.4
0.00676667,0.00676667,0.0099,0.0099,0.00367445,11,37,08:26.4
0.00676667,0.00676667,0.00363333,0.00363333,0.0041025,7,21,57:28.7
0.00676667,0.00676667,0.00363333,0.00363333,0.00431229,7,25,57:30.9
0.00676667,0.00676667,0.0099,0.0099,0.004314,9,33,06:45.1
0.00676667,0.00676667,0.00363333,0.00363333,0.00433872,7,29,57:33.3
0.00676667,0.00363333,0.00363333,0.00363333,0.00434997,3,13,30:53.1
0.00676667,0.00363333,0.00363333,0.00363333,0.00436143,3,9,30:51.5
0.00676667,0.00363333,0.00363333,0.00363333,0.00445331,3,5,30:50.1
0.00676667,0.00676667,0.0099,0.0099,0.00452905,9,37,06:50.6
0.00676667,0.00676667,0.0099,0.0099,0.00458523,9,29,06:40.0
0.00676667,0.00676667,0.00676667,0.00676667,0.00462501,7,21,01:17.6
0.00676667,0.00676667,0.0005,0.0005,0.00482874,5,21,53:06.0
0.00676667,0.00676667,0.00676667,0.00676667,0.00487926,7,29,01:22.6
0.00676667,0.00676667,0.0005,0.0005,0.00492127,5,13,53:01.7
0.00676667,0.00363333,0.00676667,0.00676667,0.00508926,3,9,39:55.1
0.00676667,0.00363333,0.00676667,0.00676667,0.00510765,3,13,39:56.8
0.00676667,0.00676667,0.0005,0.0005,0.00526067,5,17,53:04.0
0.00676667,0.00676667,0.00676667,0.00676667,0.00547835,7,25,01:20.2
0.00676667,0.00676667,0.00363333,0.00363333,0.00555598,5,13,56:55.4
0.00676667,0.00363333,0.00676667,0.00676667,0.00556505,3,5,39:53.5
0.00676667,0.00676667,0.00363333,0.00363333,0.00576666,5,21,56:58.4
0.00676667,0.00363333,0.0099,0.0099,0.00580342,3,13,47:26.1
0.00676667,0.0099,0.0005,0.0005,0.0058978,11,37,12:06.3
0.00676667,0.0099,0.0005,0.0005,0.00596712,11,41,12:12.8
0.00676667,0.0099,0.0005,0.0005,0.00600612,11,45,12:19.4
0.00676667,0.00676667,0.00363333,0.00363333,0.00603708,5,17,56:56.9
0.00676667,0.00676667,0.0099,0.0099,0.00605269,7,25,05:50.1
0.00676667,0.0099,0.0005,0.0005,0.00628454,11,33,12:00.0
0.00676667,0.00363333,0.0099,0.0099,0.00632846,3,9,47:24.8
0.00676667,0.00676667,0.0099,0.0099,0.00639118,7,21,05:47.4
0.00676667,0.00676667,0.0099,0.0099,0.00654916,7,29,05:53.1
0.00676667,0.00676667,0.0005,0.0005,0.00682361,3,5,52:35.4
0.00676667,0.00676667,0.00676667,0.00676667,0.00682481,5,21,00:48.3
0.00676667,0.00363333,0.0099,0.0099,0.00683578,3,5,47:23.7
0.00676667,0.00676667,0.00676667,0.00676667,0.00697811,5,17,00:46.6
0.00676667,0.00676667,0.0005,0.0005,0.00699726,3,9,52:36.7
0.00676667,0.0099,0.0005,0.0005,0.00717026,9,29,10:58.6
0.00676667,0.00676667,0.00676667,0.00676667,0.00726951,5,13,00:44.8
0.00676667,0.0099,0.00363333,0.00363333,0.0076413,11,37,15:22.0
0.00676667,0.0099,0.0005,0.0005,0.00778265,9,37,11:04.9
0.00676667,0.00676667,0.00363333,0.00363333,0.0078434,3,13,56:35.1
0.00676667,0.00676667,0.0099,0.0099,0.00787705,5,17,04:59.6
0.00676667,0.0099,0.0005,0.0005,0.00796642,9,33,11:01.5
0.00676667,0.00676667,0.0005,0.0005,0.00797286,3,13,52:38.0
0.00676667,0.00676667,0.0099,0.0099,0.00821185,5,13,04:57.7
0.00676667,0.00676667,0.00363333,0.00363333,0.00832532,3,9,56:33.7
0.00676667,0.0099,0.00363333,0.00363333,0.00833428,11,41,15:28.0
0.00676667,0.0099,0.00363333,0.00363333,0.00834243,11,45,15:33.1
0.00676667,0.00676667,0.0099,0.0099,0.00836683,5,21,05:01.8
0.00676667,0.00676667,0.00363333,0.00363333,0.00841686,3,5,56:32.5
0.00676667,0.0099,0.00363333,0.00363333,0.00858125,11,33,15:17.5
0.00676667,0.0099,0.0005,0.0005,0.00863851,7,29,10:20.9
0.00676667,0.0099,0.0005,0.0005,0.00870951,7,21,10:16.8
0.00676667,0.0099,0.0005,0.0005,0.00887199,7,25,10:18.9
0.00676667,0.00676667,0.00676667,0.00676667,0.0092189,3,9,00:19.7
0.00676667,0.0099,0.00363333,0.00363333,0.00925027,9,33,14:25.7
0.00676667,0.0099,0.00363333,0.00363333,0.00925373,9,37,14:28.7
0.00676667,0.0099,0.00363333,0.00363333,0.00973525,9,29,14:22.9
0.00676667,0.00676667,0.00676667,0.00676667,0.00976011,3,13,00:21.1
0.00676667,0.00676667,0.00676667,0.00676667,0.00978346,3,5,00:18.4
0.00676667,0.0099,0.00363333,0.00363333,0.0098587,7,29,13:46.3
0.00676667,0.00676667,0.0099,0.0099,0.01010365,3,13,04:34.9
0.00676667,0.0099,0.0005,0.0005,0.01039772,5,13,09:49.0
0.00676667,0.0099,0.00676667,0.00676667,0.01045322,11,37,18:28.8
0.00676667,0.0099,0.00363333,0.00363333,0.01073358,7,21,13:42.1
0.00676667,0.0099,0.00676667,0.00676667,0.01076218,11,45,18:39.3
0.00676667,0.0099,0.0005,0.0005,0.01085919,5,21,09:51.8
0.00676667,0.0099,0.0005,0.0005,0.01088821,5,17,09:50.4
0.00676667,0.0099,0.00363333,0.00363333,0.01091136,7,25,13:44.0
0.00676667,0.0099,0.00676667,0.00676667,0.01109327,11,33,18:24.5
0.00676667,0.0099,0.00676667,0.00676667,0.01112479,9,33,17:33.5
0.00676667,0.0099,0.0005,0.0005,0.01112967,3,5,09:21.2
0.00676667,0.00676667,0.0099,0.0099,0.01128703,3,5,04:31.4
0.00676667,0.0099,0.00676667,0.00676667,0.01137921,11,41,18:33.2
0.00676667,0.00676667,0.0099,0.0099,0.01152834,3,9,04:33.1
0.00676667,0.0099,0.0005,0.0005,0.01180216,3,13,09:25.4
0.00676667,0.0099,0.00676667,0.00676667,0.01184399,9,37,17:36.7
0.00676667,0.0099,0.00363333,0.00363333,0.01186328,5,17,13:10.0
0.00676667,0.0099,0.0099,0.0099,0.01200703,11,41,21:41.3
0.00676667,0.0099,0.00363333,0.00363333,0.01241264,3,5,12:43.8
0.00676667,0.0099,0.00363333,0.00363333,0.0125699,3,9,12:45.3
0.00676667,0.0099,0.00676667,0.00676667,0.01260528,7,25,16:51.7
0.00676667,0.0099,0.0099,0.0099,0.0126632,11,33,21:32.0
0.00676667,0.0099,0.0099,0.0099,0.01291127,11,45,21:46.6
0.00676667,0.0099,0.0005,0.0005,0.012927,3,9,09:23.3
0.00676667,0.0099,0.00363333,0.00363333,0.01318481,3,13,12:46.7
0.00676667,0.0099,0.00676667,0.00676667,0.01328961,7,29,16:54.1
0.00676667,0.0099,0.00676667,0.00676667,0.01329644,7,21,16:49.7
0.00676667,0.0099,0.00363333,0.00363333,0.01339102,5,21,13:11.8
0.00676667,0.0099,0.00363333,0.00363333,0.01346323,5,13,13:08.6
0.00676667,0.0099,0.0099,0.0099,0.01347374,7,25,20:02.6
0.00676667,0.0099,0.0099,0.0099,0.01354957,9,33,20:42.8
0.00676667,0.0099,0.00676667,0.00676667,0.01356442,9,29,17:30.5
0.00676667,0.0099,0.0099,0.0099,0.01358866,9,29,20:40.1
0.00676667,0.0099,0.0099,0.0099,0.01372328,7,21,19:59.9
0.00676667,0.0099,0.0099,0.0099,0.01457692,9,37,20:45.5
0.00676667,0.0099,0.00676667,0.00676667,0.01470301,3,13,15:54.8
0.00676667,0.0099,0.00676667,0.00676667,0.01481435,3,5,15:52.3
0.00676667,0.0099,0.0099,0.0099,0.01486084,5,13,19:24.4
0.00676667,0.0099,0.00676667,0.00676667,0.0151692,5,21,16:18.5
0.00676667,0.0099,0.00676667,0.00676667,0.01547374,3,9,15:53.6
0.00676667,0.0099,0.0099,0.0099,0.01557685,5,17,19:26.5
0.00676667,0.0099,0.0099,0.0099,0.01560731,5,21,19:28.5
0.00676667,0.0099,0.0099,0.0099,0.0157418,7,29,20:04.8
0.00676667,0.0099,0.0099,0.0099,0.01588803,11,37,21:36.1
0.00676667,0.0099,0.00676667,0.00676667,0.01590382,5,17,16:16.8
0.00676667,0.0099,0.0099,0.0099,0.01604573,3,13,19:00.9
0.00676667,0.0099,0.00676667,0.00676667,0.01637449,5,13,16:15.2
0.00676667,0.0099,0.0099,0.0099,0.01722339,3,5,18:58.5
0.00676667,0.0099,0.0099,0.0099,0.01731402,3,9,18:59.7
